question_choices,actual_answer,generated_answer,context
연면적이 1000m² 이상인 건축물에 설치하는 방화벽 기준으로 틀린 것은?,방화벽이 외벽·지붕면으로부터 0.1m 이상 튀어나오게 할 것,"[|assistant|]제시된 질문과 관련하여 정확한 답변을 드리기 위해 주어진 문서 내용을 바탕으로 분석해 보겠습니다.

문서에서 명시된 주요 내용은 다음과 같습니다:
- 연면적 1천 제곱미터 이상의 건축물은 방화벽으로 구획해야 하지만, 특정 조건 하에서는 예외가 있습니다 (예: 주요구조부가 내화구조이거나 불연재료인 건축물 등).
- 방화벽의 구체적인 구조 기준은 국토교통부령에 따라 정해집니다.
- 목조 건축물의 경우 방화구조로 설계하거나 불연재료로 해야 합니다.

제시된 선택지들을 살펴보면:
1. **내화구조로서 홀로 설 수 있는 구조여야 한다.**
   - 문서에서는 주요구조부가 내화구조이거나 불연재료인 건축물에 대해 방화벽 설치 예외를 언급하고 있지만, ""홀로 설 수 있는 구조여야 한다""는 구체적인 조건으로 명시되어 있지 않습니다. 따라서 이 문장은 문서의 직접적인 내용과 정확히 일치하지 않습니다.

2. **방화벽이 외벽·지붕면으로부터 0.1m 이상 튀어나오게 할 것**
   - 문서에서는 방화벽의 구체적인 구조 기준에 대해 명시적으로 언급하고 있지 않습니다. 따라서 이 조건이 틀린 것인지 아닌지는 문서만으로 판단하기 어렵습니다.

3. **방화벽에 설치하는 출입문 너비 ≤ 2.5m**
   - 문서에는 출입문 너비에 대한 구체적인 제한이 명시되어 있지 않습니다. 따라서 이 조건 역시 문서의 직접적인 내용과 일치하지 않습니다.

4. **방화벽에 설치하는 출입문 높이 ≤ 2.5m**
   - 마찬가지로 문서에는 출입문 높이에 대한 구체적인 제한이 명시되어 있지 않습니다.

**결론적으로, 가장 문서 내용과 직접적으로 부합하지 않는 조건은:**

**1. 내화구조로서 홀로 설 수 있는 구조여야 한다.**

이 문장은 문서에서 명시적으로 언급된 조건과 정확히 일치하지 않으며, 특히 ""홀로 설 수 있는 구조여야 한다""는 부분이 명확한 기준으로 제시되지 않았습니다. 따라서 틀린 기준으로 볼 수 있습니다."," [건축법 시행령 / 제5장 건축물의 구조 및 재료 등 <개정 2014. 11. 28.> / 제57조(대규모 건축물의 방화벽 등)]
제57조(대규모 건축물의 방화벽 등) ① 법 제50조제2항에 따라 연면적 1천 제곱미터 이상인 건축물은 방화벽으로 구획하되, 각 구획된 바닥면적의 합계는 1천 제곱미터 미만이어야 한다. 다만, 주요구조부가 내화구조이거나 불연재료인 건축물과 제56조제1항제5호 단서에 따른 건축물 또는 내부설비의 구조상 방화벽으로 구획할 수 없는 창고시설의 경우에는 그러하지 아니하다.
② 제1항에 따른 방화벽의 구조에 관하여 필요한 사항은 국토교통부령으로 정한다. <개정 2013. 3. 23.>
③ 연면적 1천 제곱미터 이상인 목조 건축물의 구조는 국토교통부령으로 정하는 바에 따라 방화구조로 하거나 불연재료로 하여야 한다. <개정 2013. 3. 23.>
[전문개정 2008. 10. 29.]"
화재의 일반적 특성 중 틀린 것은?,정형성,"[|assistant|]제시된 질문은 다중이용업소법과 관련된 내용이 아닌, 화재의 일반적 특성에 대한 질문입니다. 따라서 다중이용업소법의 조항들과 직접적인 관련이 없습니다. 하지만 주어진 옵션들 중에서 화재의 일반적 특성에 대해 설명해 드리겠습니다:

1. **확대성**: 화재는 초기에 작은 규모에서 시작하여 빠르게 확산될 수 있습니다. 이는 틀린 특성이 아닙니다.
2. **정형성**: 이 용어는 일반적으로 화재의 특성으로 잘 사용되지 않습니다. 화재는 보통 예측 불가능하고 다양한 형태로 나타나므로 정형성이라는 표현은 적절하지 않습니다.
3. **우발성**: 화재는 종종 예측하기 어려운 상황에서 발생할 수 있습니다. 이 또한 틀린 특성이 아닙니다.
4. **불안정성**: 화재는 연료와 산소의 존재 하에 쉽게 발생하고 확산될 수 있어 불안정한 상태를 유지합니다. 이 역시 틀린 특성이 아닙니다.

따라서 주어진 옵션들 중에서 **화재의 일반적 특성으로 적절하지 않은 것은 2번 ""정형성""**입니다. 화재의 특성은 주로 예측 불가능성, 확산성, 그리고 우발성 등으로 설명되며, 정형성은 이러한 특성에 잘 맞지 않습니다."," [다중이용업소법 / 제1장 총칙 / 제4조(다른 법률과의 관계)]
제4조(다른 법률과의 관계) ①다중이용업소의 화재 등 재난에 대한 안전관리에 관하여는 다른 법률에 우선하여 이 법을 적용한다. <개정 2012. 2. 22.>
② 「화재로 인한 재해보상과 보험가입에 관한 법률」에 따른 특수건물의 다중이용업주에 대하여는 제13조의2부터 제13조의6까지를 적용하지 아니한다. <신설 2012. 2. 22.>
③ 다중이용업주의 화재배상책임에 관하여 이 법에서 규정한 것 외에는 「민법」에 따른다. <신설 2012. 2. 22.>
[전문개정 2011. 5. 30.]"
"질소 79%, 산소 21%인 전기실 화재 시 CO₂를 방사하여 산소 부피농도가 14%가 되었다면, 이 혼합공기 분자량은 약 얼마인가? (연소가스 무시)",33.9,"[|assistant|]이 문제는 화학적 혼합물의 분자량 계산과 관련이 있지만, 주어진 정보와 질문의 맥락이 약간 혼동스러울 수 있습니다. 주어진 정보는 주로 건축법과 관련된 내용으로, 화재 시 CO2 방사와 관련된 화학적 혼합물의 분자량 계산과는 직접적인 연관성이 없습니다.

그러나 질문의 의도를 이해하기 위해, 일반적인 화학적 혼합물의 분자량 계산 방법을 적용해 보겠습니다. 문제에서 요구하는 것은 질소(N2)와 산소(O2)의 혼합물의 평균 분자량입니다.

1. **질소(N2)의 분자량**: 약 28 g/mol
2. **산소(O2)의 분자량**: 약 32 g/mol

질소와 산소의 혼합 비율은 다음과 같습니다:
- 질소: 79% 또는 0.79
- 산소: 21% 또는 0.21

혼합물의 평균 분자량 \( M \)은 다음과 같이 계산됩니다:
\[ M = (0.79 \times 28) + (0.21 \times 32) \]

계산해보면:
\[ M = (21.82) + (6.72) = 28.54 \, \text{g/mol} \]

주어진 선택지 중 가장 가까운 값은 **28.9 g/mol**입니다.

따라서, 정답은 **1. 28.9** 입니다."," [건축법 시행령 / 제9장 보칙 <개정 2008. 10. 29.> / 제115조의4(이행강제금의 감경)]
제115조의4(이행강제금의 감경) ① 법 제80조의2제1항제2호에서 “대통령령으로 정하는 경우”란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <개정 2018. 9. 4., 2024. 6. 18.>
1. 위반행위 후 소유권이 변경된 경우
2. 임차인이 있어 현실적으로 임대기간 중에 위반내용을 시정하기 어려운 경우(법 제79조제1항에 따른 최초의 시정명령 전에 이미 임대차계약을 체결한 경우로서 해당 계약이 종료되거나 갱신되는 경우는 제외한다) 등 상황의 특수성이 인정되는 경우
3. 위반면적이 30제곱미터 이하인 경우(별표 1 제1호부터 제4호까지의 규정에 따른 건축물로 한정하며, 「집합건물의 소유 및 관리에 관한 법률」의 적용을 받는 집합건축물은 제외한다)
4. 「집합건물의 소유 및 관리에 관한 법률」의 적용을 받는 집합건축물의 구분소유자가 위반한 면적이 5제곱미터 이하인 경우(별표 1 제2호부터 제4호까지의 규정에 따른 건축물로 한정한다)
5. 법 제22조에 따른 사용승인 당시 존재하던 위반사항으로서 사용승인 이후 확인된 경우 5. 법 제22조에 따른 사용승인 당시 존재하던 위반사항으로서 사용승인 이후 확인된 경우
6. 법률 제12516호 가축분뇨의 관리 및 이용에 관한 법률 일부개정법률 부칙 제9조에 따라 같은 조 제1항 각 호에 따른 기간(같은 조 제3항에 따른 환경부령으로 정하는 규모 미만의 시설의 경우 같은 항에 따른 환경부령으로 정하는 기한을 말한다) 내에 「가축분뇨의 관리 및 이용에 관한 법률」 제11조에 따른 허가 또는 변경허가를 받거나 신고 또는 변경신고를 하려는 배출시설(처리시설을 포함한다)의 경우
6의2. 법률 제12516호 가축분뇨의 관리 및 이용에 관한 법률 일부개정법률 부칙 제10조의2에 따라 같은 조 제1항에 따른 기한까지 환경부장관이 정하는 바에 따라 허가신청을 하였거나 신고한 배출시설(개 사육시설은 제외하되, 처리시설은 포함한다)의 경우
7. 그 밖에 위반행위의 정도와 위반 동기 및 공중에 미치는 영향 등을 고려하여 감경이 필요한 경우로서 건축조례로 정하는 경우
② 법 제80조의2제1항제2호에서 “대통령령으로 정하는 비율”이란 다음 각 호의 구분에 따른 비율을 말한다. 다만, 법 제80조제1항 각 호 외의 부분 단서에 해당하는 경우에는 같은 항 각 호 외의 부분 단서에 따른 금액의 100분의 50을 말한다. <개정 2018. 9. 4., 2024. 6. 18.>
1. 제1항제1호부터 제6호까지 및 제6호의2의 경우: 100분의 75
2. 제1항제7호의 경우: 건축조례로 정하는 비율
③ 법 제80조의2제2항에 따른 이행강제금의 감경 비율은 다음 각 호와 같다. 2. 제1항제7호의 경우: 건축조례로 정하는 비율
③ 법 제80조의2제2항에 따른 이행강제금의 감경 비율은 다음 각 호와 같다.
1. 연면적 85제곱미터 이하 주거용 건축물의 경우: 100분의 80
2. 연면적 85제곱미터 초과 주거용 건축물의 경우: 100분의 60
[본조신설 2016. 2. 11.]"
"아래 가연성 기체 1몰 완전연소에 필요한 이론공기량으로 틀린 것은?
(체적비로 계산, 공기 중 산소농도 21vol%)",아세틸렌(C₂H₂) – 약 16.91몰,"[|assistant|]가연성 기체들의 완전연소에 필요한 이론공기량을 계산해보면 다음과 같습니다:

1. **수소 (H2)**:
   - 완전연소 반응식: \(2H_2 + O_2 \rightarrow 2H_2O\)
   - 산소 요구량: 2몰의 수소가 완전히 연소하기 위해서는 1몰의 산소가 필요합니다.
   - 공기 중 산소 농도는 약 21%이므로, 필요한 공기량은 \( \frac{1}{0.21} \approx 4.76 \)몰입니다. 하지만 문제에서 체적비로 계산하라는 지시가 있으므로, 이 경우 정확한 체적비 계산이 필요하지만 주어진 옵션 중에서는 이론적인 산소 요구량을 기준으로 보면 주어진 값이 약간 다르게 보일 수 있습니다. 하지만 주어진 옵션 중에서 가장 가까운 값은 약 2.38몰로 주어져 있어, 이는 정확한 체적비 계산이 아닌 이론적 산소 요구량을 기준으로 한 것으로 보입니다.

2. **메탄 (CH4)**:
   - 완전연소 반응식: \(CH_4 + 2O_2 \rightarrow CO_2 + 2H_2O\)
   - 산소 요구량: 1몰의 메탄이 완전히 연소하기 위해서는 2몰의 산소가 필요합니다.
   - 필요한 공기량: \( \frac{2}{0.21} \approx 9.52 \)몰
   - 주어진 옵션은 약 9.52몰로 정확히 일치합니다.

3. **아세틸렌 (C2H2)**:
   - 완전연소 반응식: \(C_2H_2 + 2.5O_2 \rightarrow 2CO_2 + H_2O\)
   - 산소 요구량: 1몰의 아세틸렌이 완전히 연소하기 위해서는 약 2.5몰의 산소가 필요합니다.
   - 필요한 공기량: \( \frac{2.5}{0.21} \approx 11.90 \)몰
   - 주어진 옵션은 약 16.91몰로 주어진 값이 실제 계산값보다 훨씬 높습니다."," [화재의예방및안전관리에관한법률시행령 / 제4장 화재의 예방조치 등 / 제19조(화재의 확대가 빠른 특수가연물)]
제19조(화재의 확대가 빠른 특수가연물) ① 법 제17조제5항에서 “고무류ㆍ플라스틱류ㆍ석탄 및 목탄 등 대통령령으로 정하는 특수가연물(特殊可燃物)”이란 별표 2에서 정하는 품명별 수량 이상의 가연물을 말한다.
② 법 제17조제5항에 따른 특수가연물의 저장 및 취급 기준은 별표 3과 같다."
물 소화능력에 대한 설명 중 틀린 것은?,물은 융해잠열이 크다.,"[|assistant|]제시된 문항들 중에서 물 소화능력에 대한 설명 중 틀린 문장은 다음과 같습니다:

**4. 밀폐된 장소에서 증발 시 산소희석작용을 한다.**

### 설명:
- **1. 물은 비열이 큰 물질이다.**  
  **정확함**: 물은 높은 비열을 가지고 있어 많은 열을 흡수하거나 방출할 수 있습니다. 이 특성 덕분에 화재 진압 시 온도를 효과적으로 낮추는 데 도움이 됩니다.

- **2. 물은 융해잠열이 크다.**  
  **정확함**: 물은 1kg당 약 334 kJ의 융해잠열을 가지고 있어, 얼음이나 물이 녹는 과정에서 많은 열을 흡수합니다. 이는 화재 진압 시 열을 효과적으로 제거하는 데 중요한 역할을 합니다.

- **3. 물은 증발잠열이 크다.**  
  **정확함**: 물은 1kg당 약 2260 kJ의 증발잠열을 가지고 있어, 증발 과정에서 상당한 양의 열을 흡수합니다. 이로 인해 화재 현장의 온도를 빠르게 낮출 수 있습니다.

- **4. 밀폐된 장소에서 증발 시 산소희석작용을 한다.**  
  **틀림**: 물이 증발하는 과정은 주로 열을 흡수하여 주변의 온도를 낮추는 역할을 합니다. 그러나 **산소희석작용**은 주로 가스 형태의 산소가 감소하는 현상을 의미하며, 물 자체의 증발 과정에서 직접적으로 발생하는 현상은 아닙니다. 밀폐된 공간에서 물이 증발하면서 공기 중의 수증기 농도가 증가할 수 있지만, 이는 산소희석작용이 아니라 단순히 수증기 농도 증가에 해당합니다. 따라서 이 문장은 물 소화능력에 대한 정확한 설명이 아닙니다.

따라서 틀린 설명은 **4번**입니다."," [위험물안전관리법 / 제2장 위험물시설의 설치 및 변경 / 제6조(위험물시설의 설치 및 변경 등)]
제6조(위험물시설의 설치 및 변경 등) ① 제조소등을 설치하고자 하는 자는 대통령령이 정하는 바에 따라 그 설치장소를 관할하는 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사 또는 특별자치도지사(이하 “시ㆍ도지사”라 한다)의 허가를 받아야 한다. 제조소등의 위치ㆍ구조 또는 설비 가운데 행정안전부령이 정하는 사항을 변경하고자 하는 때에도 또한 같다. <개정 2008. 2. 29., 2013. 3. 23., 2014. 11. 19., 2014. 12. 30., 2017. 7. 26.>
② 제조소등의 위치ㆍ구조 또는 설비의 변경없이 당해 제조소등에서 저장하거나 취급하는 위험물의 품명ㆍ수량 또는 지정수량의 배수를 변경하고자 하는 자는 변경하고자 하는 날의 1일 전까지 행정안전부령이 정하는 바에 따라 시ㆍ도지사에게 신고하여야 한다. <개정 2008. 2. 29., 2013. 3. 23., 2014. 11. 19., 2016. 1. 27., 2017. 7. 26.>
③ 제1항 및 제2항의 규정에 불구하고 다음 각 호의 어느 하나에 해당하는 제조소등의 경우에는 허가를 받지 아니하고 당해 제조소등을 설치하거나 그 위치ㆍ구조 또는 설비를 변경할 수 있으며, 신고를 하지 아니하고 위험물의 품명ㆍ수량 또는 지정수량의 배수를 변경할 수 있다. <개정 2016. 1. 27.>
1. 주택의 난방시설(공동주택의 중앙난방시설을 제외한다)을 위한 저장소 또는 취급소 1. 주택의 난방시설(공동주택의 중앙난방시설을 제외한다)을 위한 저장소 또는 취급소
2. 농예용ㆍ축산용 또는 수산용으로 필요한 난방시설 또는 건조시설을 위한 지정수량 20배 이하의 저장소"
화재실 연기를 옥외로 배출하는 제연방식 중 효과가 가장 적은 것은?,냉난방설비 이용 제연방식,"[|assistant|]제시된 질문과 관련 문서 내용은 직접적인 연관성이 없어 보입니다. 문서 내용은 주로 소방시설 설치 및 관리에 관한 법률과 관련된 건축물의 구조 기준에 초점을 맞추고 있으며, 화재 시 연기 배출 방식에 대한 정보는 포함되어 있지 않습니다.

그러나 질문의 맥락에 맞춰 답변을 드리자면, 일반적으로 화재 시 연기 배출 방식 중 효과가 상대적으로 적은 것으로 알려진 방법은 다음과 같습니다:

**답변: 1. 자연 제연방식**

**설명:**
- **자연 제연방식**은 주로 창문이나 환기구를 통해 자연스럽게 연기를 배출하는 방식입니다. 이 방식은 구조적 제약이나 설계상의 한계로 인해 효율성이 떨어질 수 있습니다. 특히, 화재 발생 시 신속한 연기 제거가 필요한 상황에서는 제한적일 수 있습니다.
  
다른 옵션들에 대한 간략한 설명:
- **스모크 타워 제연방식**: 연기를 수집하고 처리하는 타워를 이용해 효과적으로 연기를 제거합니다.
- **기계식 제연방식**: 팬이나 블로워를 이용해 강제로 연기를 배출하는 방식으로, 매우 효과적입니다.
- **냉난방설비 이용 제연방식**: 냉난방 시스템을 활용해 연기를 제거하는 방식으로, 특히 대형 건물에서는 효과적인 방법 중 하나입니다.

따라서, 주어진 옵션들 중에서 **자연 제연방식**이 화재 시 연기 배출 효과 측면에서 상대적으로 제한적일 가능성이 높습니다."," [소방시설설치및관리에관한법률시행규칙 / 제2절 특정소방대상물에 설치하는 소방시설의 관리 등 / 제17조(연소 우려가 있는 건축물의 구조)]
제17조(연소 우려가 있는 건축물의 구조) 영 별표 4 제1호사목1) 후단에서 “행정안전부령으로 정하는 연소(延燒) 우려가 있는 구조”란 다음 각 호의 기준에 모두 해당하는 구조를 말한다.

1. 건축물대장의 건축물 현황도에 표시된 대지경계선 안에 둘 이상의 건축물이 있는 경우
2. 각각의 건축물이 다른 건축물의 외벽으로부터 수평거리가 1층의 경우에는 6미터 이하, 2층 이상의 층의 경우에는 10미터 이하인 경우
3. 개구부(영 제2조제1호 각 목 외의 부분에 따른 개구부를 말한다)가 다른 건축물을 향하여 설치되어 있는 경우"
분말소화약제 취급 시 주의사항으로 틀린 것은?,분말소화약제와 수성막포 병용 시 소포현상 일으키므로 혼용 불가,"[|assistant|]제시된 질문과 관련하여, 주어진 문서는 소방용수시설 및 비상소화장치에 관한 법률 조항을 다루고 있으며, 분말소화약제 취급과 직접적인 연관성이 명확하게 드러나지 않습니다. 그러나 분말소화약제 취급 시 일반적으로 고려해야 할 안전 및 관리 사항을 바탕으로 답변 드리겠습니다.

제시된 옵션들 중에서 **틀린 주의사항**은 다음과 같습니다:

4. **분말소화약제와 수성막포 병용 시 소포현상 일으키므로 혼용 불가**

   - **해설**: 분말소화약제와 수성막포(예: 물)를 병용하는 것 자체가 일반적으로 소포현상을 일으키는 직접적인 원인이 되는 것은 아닙니다. 오히려, 분말소화약제는 물과 반응하여 효과적인 소화를 위해 물과 함께 사용되는 경우가 많습니다. 그러나 특정 종류의 수성막포나 특수한 조건 하에서는 반응이 일어날 수 있으나, 이는 일반적인 취급 지침에서 명시된 주요 주의사항으로 보기 어렵습니다. 따라서 이 문장은 분말소화약제 취급 시 주의사항으로서 정확하지 않거나 과장된 표현일 가능성이 큽니다.

다른 옵션들은 다음과 같이 일반적으로 중요한 주의사항입니다:
- **1번**: 습도가 높으면 분말이 고화될 수 있으므로 건조한 환경에서 보관하는 것이 중요합니다.
- **2번**: 분말소화약제는 종종 색상으로 구분되어 있어 종류별로 쉽게 식별할 수 있습니다.
- **3번**: 실내에서 다량 방사 시 분말 흡입 위험이 있으므로 환기 상태를 확인하고 안전 거리를 유지해야 합니다.

따라서, **틀린 주의사항**으로 가장 적절한 답변은 **4번**입니다."," [소방기본법 / 제4장 소방활동 등 <개정 2011. 3. 8.> / 제28조(소방용수시설 또는 비상소화장치의 사용금지 등)]
제28조(소방용수시설 또는 비상소화장치의 사용금지 등) 누구든지 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다. <개정 2017. 12. 26.>

1. 정당한 사유 없이 소방용수시설 또는 비상소화장치를 사용하는 행위
2. 정당한 사유 없이 손상ㆍ파괴, 철거 또는 그 밖의 방법으로 소방용수시설 또는 비상소화장치의 효용(效用)을 해치는 행위
3. 소방용수시설 또는 비상소화장치의 정당한 사용을 방해하는 행위
[전문개정 2011. 5. 30.]
[제목개정 2017. 12. 26.]"
건축물 화재 확산 요인 중 아닌 것은?,자연발화,"[|assistant|]건축물 화재 확산 요인 중 해당하지 않는 것은 **1. 비화**입니다.

- **복사열**: 화재로 인해 발생하는 열이 공간을 통해 전달되어 주변 물체를 가열하고 화재를 확산시키는 요인입니다.
- **자연발화**: 특정 물질이 자체적으로 열을 발생시켜 화재를 일으키거나 확산시키는 현상으로, 화재 확산 요인 중 하나입니다.
- **접염**: 화재로 인해 주변의 가연물이 쉽게 연소되어 화재가 빠르게 확산되는 현상입니다.

반면, **비화**는 화재 자체의 확산을 의미하는 용어가 아니라, 화재가 발생한 후 그 영향 범위를 설명하는 용어로 주로 사용됩니다. 따라서 건축물 화재 확산 요인으로 분류되지 않습니다."," ③ 제2항 단서에 따라 옮긴 물건 등에 대한 보관기간 및 보관기간 경과 후 처리 등에 필요한 사항은 대통령령으로 정한다.
④ 보일러, 난로, 건조설비, 가스ㆍ전기시설, 그 밖에 화재 발생 우려가 있는 대통령령으로 정하는 설비 또는 기구 등의 위치ㆍ구조 및 관리와 화재 예방을 위하여 불을 사용할 때 지켜야 하는 사항은 대통령령으로 정한다.
⑤ 화재가 발생하는 경우 불길이 빠르게 번지는 고무류ㆍ플라스틱류ㆍ석탄 및 목탄 등 대통령령으로 정하는 특수가연물(特殊可燃物)의 저장 및 취급 기준은 대통령령으로 정한다. [화재의예방및안전관리에관한법률 / 제4장 화재의 예방조치 등 / 제17조(화재의 예방조치 등)]
제17조(화재의 예방조치 등) ① 누구든지 화재예방강화지구 및 이에 준하는 대통령령으로 정하는 장소에서는 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다. 다만, 행정안전부령으로 정하는 바에 따라 안전조치를 한 경우에는 그러하지 아니한다.
1. 모닥불, 흡연 등 화기의 취급
2. 풍등 등 소형열기구 날리기
3. 용접ㆍ용단 등 불꽃을 발생시키는 행위
4. 그 밖에 대통령령으로 정하는 화재 발생 위험이 있는 행위
② 소방관서장은 화재 발생 위험이 크거나 소화 활동에 지장을 줄 수 있다고 인정되는 행위나 물건에 대하여 행위 당사자나 그 물건의 소유자, 관리자 또는 점유자에게 다음 각 호의 명령을 할 수 있다. 다만, 제2호 및 제3호에 해당하는 물건의 소유자, 관리자 또는 점유자를 알 수 없는 경우 소속 공무원으로 하여금 그 물건을 옮기거나 보관하는 등 필요한 조치를 하게 할 수 있다.
1. 제1항 각 호의 어느 하나에 해당하는 행위의 금지 또는 제한
2. 목재, 플라스틱 등 가연성이 큰 물건의 제거, 이격, 적재 금지 등
3. 소방차량의 통행이나 소화 활동에 지장을 줄 수 있는 물건의 이동
③ 제2항 단서에 따라 옮긴 물건 등에 대한 보관기간 및 보관기간 경과 후 처리 등에 필요한 사항은 대통령령으로 정한다."
"석유, 고무, 동물 털, 가죽 등 황 성분 함유 물질 불완전연소 시 계란 썩은 냄새 가스는?",황화수소(H₂S),"[|assistant|]석유, 고무, 동물 털, 가죽 등 황 성분이 포함된 물질들이 불완전 연소될 때 주로 발생하는 가스 중 계란 썩은 냄새와 관련이 있는 가스는:

**3. 황화수소(H2S)**

**설명:**
- **황화수소 (H2S)**는 황 성분이 포함된 물질의 불완전 연소 과정에서 생성되는 가스로, 특유의 강한 계란 썩은 냄새를 띱니다. 이 냄새는 황화수소의 특징적인 화학적 성질로 인해 쉽게 인지될 수 있습니다.

다른 옵션들은 다음과 같은 이유로 적절하지 않습니다:
- **아황산가스 (SO2)**: 황 화합물의 산화산물로, 특유의 자극적인 냄새가 있지만 계란 썩은 냄새와 직접적인 연관성이 적습니다.
- **시안화가스 (HCN)**: 주로 산업 과정에서 발생하며, 매우 독성이 강한 가스로 계란 썩은 냄새와 관련이 없습니다.
- **암모니아 (NH3)**: 주로 농업이나 화학 산업에서 사용되며, 특유의 자극적인 냄새가 있지만 계란 썩은 냄새와는 관련이 없습니다.

따라서, 불완전 연소 시 계란 썩은 냄새와 가장 밀접한 관련이 있는 가스는 **황화수소 (H2S)**입니다."," [위험물안전관리법 시행규칙 / 제3장 제조소등의 위치ㆍ구조 및 설비의 기준 / 제48조(화약류에 해당하는 위험물의 특례)]
제48조(화약류에 해당하는 위험물의 특례) 염소산염류ㆍ과염소산염류ㆍ질산염류ㆍ황ㆍ철분ㆍ금속분ㆍ마그네슘ㆍ질산에스터류ㆍ나이트로화합물 중 「총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률」에 따른 화약류에 해당하는 위험물을 저장 또는 취급하는 제조소 등에 대해서는 별표 4 ⅡㆍⅣㆍⅨㆍⅩ 및 별표 5 Ⅰ 제1호ㆍ제2호ㆍ제4호부터 제8호까지ㆍ제14호ㆍ제16호ㆍⅡㆍⅢ을 적용하지 않는다. <개정 2005. 5. 26., 2016. 1. 22., 2020. 10. 12., 2024. 5. 20.>"
다음 중 동일 조건에서 증발잠열(kJ/kg)이 가장 큰 물질은?,물(H₂O),"[|assistant|]증발잠열은 물질이 액체 상태에서 기체 상태로 전환될 때 흡수하는 열량을 의미합니다. 주어진 물질들 중에서 증발잠열이 가장 큰 물질을 선택하기 위해 각 물질의 일반적인 증발잠열 값을 비교해 보겠습니다:

1. **질소(N2)**: 액체 상태로 존재하지 않으므로 증발잠열을 직접적으로 비교하기 어렵습니다. 하지만 기체 상태에서의 증발잠열은 매우 낮습니다 (대략 5.7 kJ/kg).

2. **할론1301 (CF3Br)**: 이 화합물의 증발잠열은 약 29 kJ/kg입니다. 할론 계열 화합물들은 상대적으로 높은 증발잠열을 가집니다.

3. **이산화탄소(CO2)**: 액체 상태에서의 증발잠열은 약 25 kJ/kg입니다. 기체 상태에서는 이 값이 약간 증가할 수 있지만, 여전히 높은 편입니다.

4. **물(H2O)**: 물의 증발잠열은 약 40.7 kJ/kg으로, 주어진 물질들 중 가장 높은 값입니다.

따라서, 동일 조건에서 증발잠열이 가장 큰 물질은 **4. 물(H2O)**입니다."," [위험물안전관리법 시행규칙 / 제3장 제조소등의 위치ㆍ구조 및 설비의 기준 / 제48조(화약류에 해당하는 위험물의 특례)]
제48조(화약류에 해당하는 위험물의 특례) 염소산염류ㆍ과염소산염류ㆍ질산염류ㆍ황ㆍ철분ㆍ금속분ㆍ마그네슘ㆍ질산에스터류ㆍ나이트로화합물 중 「총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률」에 따른 화약류에 해당하는 위험물을 저장 또는 취급하는 제조소 등에 대해서는 별표 4 ⅡㆍⅣㆍⅨㆍⅩ 및 별표 5 Ⅰ 제1호ㆍ제2호ㆍ제4호부터 제8호까지ㆍ제14호ㆍ제16호ㆍⅡㆍⅢ을 적용하지 않는다. <개정 2005. 5. 26., 2016. 1. 22., 2020. 10. 12., 2024. 5. 20.>"
