id,content,title
naedam_13,"[메뉴 - 관제점, 권한 : 시스템관리자, 관리자, 사용자 ]
1.	관제점 검색 및 필터링
	상단의 검색 필터를 통해 다양한 조건으로 관제점을 검색할 수 있습니다.
	큐브, 공종, 지역, 프로토콜, 경보 등급, 사용 여부 등의 드롭다운 메뉴에서 원하는 조건을 선택하거나,
	관제점명 입력란에 직접 텍스트를 입력한 후 ‘조회’ 버튼을 클릭하면 해당 조건으로 필터링 된 결과가 표시됩니다.
	‘초기화’ 버튼을 클릭하면 모든 검색 조건이 초기 상태로 되돌아갑니다.
2.	관제점 관리
	관제점 목록에서 원하는 항목의 체크박스를 선택한 뒤, 상단의 ‘사용’ 또는 ‘미사용’ 버튼을 클릭하여 해당 관제점의 사용 상태를 일괄 변경할 수 있습니다.
	‘추가’ 버튼을 클릭하면 새 관제점을 등록할 수 있는 입력창이 열리며, 관제점 정보를 입력 후 등록할 수 있습니다.  
	다운로드 버튼을 클릭하면 등록된 모든 관제점 정보를 엑셀 파일로 내려받을 수 있습니다.
3.	관제점 수정 버튼을 눌러 원하는 정보를 수정할 수 있습니다. 
	입주사 명과, 공종명을 선택할 수 있고 받고자 하는 경보의 관제점 명을 수정할 수 있습니다.
	경보 받을 시, 메시지 타입 (전화, 문자, 카톡)을 선택할 수 있고 해당 관제점 경보가 울렸을 때 cctv가 나오지 않는다면 cctv 관리에서 주소를 확인해봐야 합니다.
	경보 알람이 오지 않는다면 사용여부와 수집시간을 확인해봐야 합니다.
","메뉴 - 관제점, 권한 : 시스템관리자, 관리자, 사용자 "
naedam_14,"[메뉴 - 사용자, 권한 : 시스템관리자, 관리자 ]
1.	이 화면에서는 사용자, 관계자 두 개의 탭이 있습니다.
2.	로그인 하여 사이트를 확인할 사람의 경우 사용자, 그 이외에 경보 발생 시 연락만 받는 용도라면 관계자로 등록해도 됩니다.
	사용자
①	입주사 사이트에 등록된 사용자 목록을 확인할 수 있으며, 상단의 조회 필드에 아이디, 성명, 연락처 등을 입력해 등록된 사용자를 조회할 수 있습니다.
②	'추가' 버튼을 눌러 각 항목을 입력 후 저장하면 새로운 사용자가 등록되며, 해당 사용자는 입력한 아이디와 비밀번호로 입주사 사이트에 로그인할 수 있습니다.
③	'추가' 옆의 '다운로드'버튼을 눌러 현재 사용자 목록을 엑셀파일로 다운로드 할 수 있습니다.
④	수정이 필요한 사용자의 '수정' 버튼을 클릭하여 정보를 변경할 수 있습니다.
⑤	근무 / 휴무 버튼을 통해 사용자의 일정 상태를 설정할 수 있습니다. 
	관계자
①	입주사 사이트에 등록된 관계자 목록을 확인할 수 있으며, 상단의 조회 필드에 성명, 직급 등을 입력해 등록된 관계자를 조회할 수 있습니다.
②	'추가' 버튼을 눌러 각 항목을 입력 후 저장하면 새로운 관계자가 등록됩니다. 이때 '업체 유무' 체크박스는 업체 발송 메시지 수신자를 구분하기 위함이며 업체 쪽 관계자일 때 체크하면 됩니다.
③	'추가' 옆의 '다운로드'버튼을 눌러 현재 관계자 목록을 엑셀파일로 다운로드 할 수 있습니다.
④	수정이 필요한 관계자의 '수정' 버튼을 클릭하여 정보를 변경할 수 있습니다.
","메뉴 - 사용자, 권한 : 시스템관리자, 관리자 "
naedam_15,"[메뉴 – 금일전체경보현황, 권한 : 시스템관리자]
1.        관제점 등록 시 설정한 경보등급에 따라 당일 경보 수와 한달 경보 수를 한 눈에 확인할 수 있습니다.
2.        경보등급은 심각, 경계, 주의, 관심으로 나뉘며 금일 전체경보현황을 확인할 수 있습니다..
","메뉴 – 금일전체경보현황, 권한 : 시스템관리자"
naedam_16,"[메뉴 - 시뮬레이터, 권한 : 시스템관리자]
1.	등록된 관제점의 경보가 잘 울리는지 테스트하는 페이지입니다.
2.	상단에는 현재 입주사 사이트에 등록된 공종을 확인할 수 있으며, 시뮬레이터를 울릴 공종을 클릭하면 해당 공종에 등록된 관제점을 확인할 수 있고 우측 '경보'버튼을 눌러 경보를 울릴 수 있습니다.
","메뉴 - 시뮬레이터, 권한 : 시스템관리자"
naedam_17,"[메뉴 - 대시보드 관리, 권한 : 시스템관리자]
1.	시스템관리자는 기본 제공되는 대시보드를 원하는 위젯으로 자유롭게 구성할 수 있습니다.
2.	좌측 상단에서 Sample로 설정된 대시보드를 선택할 수 있으며, 필요한 경우 우측 위젯 리스트에서 원하는 위젯을 드래그 앤 드롭하여 배치를 변경할 수 있습니다.
3.	대시보드 구성이 완료되면 좌측 하단의 저장 버튼을 클릭하여 변경 내용을 저장해야 합니다. 변경 전 상태로 되돌리고 싶은 경우, 초기화 버튼을 클릭하여 기본 상태로 초기화할 수 있습니다.
","메뉴 - 대시보드 관리, 권한 : 시스템관리자"
naedam_18,"[메뉴 - 전체 발신 현황, 권한 : 시스템관리자]
1.	경보 발생 시 발송된 전화, 문자, 카카오톡, 긴급메시지의 발신 현황을 확인할 수 있습니다.
2.	입주사, 시작 연도 및 시작일, 종료 연도 및 종료일을 선택한 후 조회하면 해당 조건에 해당하는 발신 내역이 표시됩니다.
3.	다운로드 버튼을 클릭하면, 조회된 내용을 엑셀 파일로 다운로드 할 수 있습니다.
4.	경보를 확인 할 입주사, 시작연도, 시작일, 종료연도, 종료일을 선택하여 조회할 수 있고 '다운로드'버튼을 클릭하여 엑셀 파일로 다운로드 할 수 있습니다.
","메뉴 - 전체 발신 현황, 권한 : 시스템관리자"
naedam_19,"[메뉴 - 하트비트, 권한 : 시스템관리자]
1.	입주사에서 사용 중인 서버, 클라이언트, 큐브의 서비스 상태를 확인할 수 있습니다.
2.	각 장비에 추가된 원형 버튼을 클릭하면 상세 정보를 볼 수 있으며, 상태가 정상일 경우 흰색, 비정상일 경우 시스템 테마 기준으로 보라색으로 표시됩니다.
3.	모니터링 대상 중 하나라도 비정상일 경우, 우측의 상태 '비정상' 이라고 표시됩니다.
","메뉴 - 하트비트, 권한 : 시스템관리자"
naedam_20,"[메뉴 - 옵저버, 권한 : 시스템관리자, 관리자 ] 
1.	옵저버 메뉴는 좌측에 사용자 목록, 우측에 입주사 목록으로 구성되어 있습니다.
2.	시스템관리자는 특정 사용자에게 다른 입주사 사이트를 열람할 수 있는 '옵저버 권한'을 부여할 수 있습니다.
	옵저버 권한 부여 방법
①	좌측 사용자 목록에서 권한을 부여할 사용자를 선택합니다.
②	우측 입주사 목록에서 해당 사용자가 열람할 수 있도록 허용할 입주사를 선택합니다.
③	상단 우측 저장 버튼을 클릭하면 선택한 사용자에게 해당 입주사에 대한 옵저버 권한이 부여됩니다.
④	옵저버 권한이 부여된 사용자는 자신의 계정으로 로그인한 상태에서 타 입주사 사이트를 열람할 수 있습니다. 단, 경보 알람 처리는 불가능하며 그 외 기능은 정상적으로 사용할 수 있습니다.
","메뉴 - 옵저버, 권한 : 시스템관리자, 관리자 "
naedam_21,"[메뉴 - 설비관리, 권한 : 시스템관리자, 관리자, 사용자 ]
1.	등록된 소방수신기 등의 장비를 검색할 수 있습니다.
	제조업체, 납품업체, 위치, 카테고리, 사용 여부 등의 드롭다운 메뉴를 선택한 뒤, 돋보기 아이콘 버튼을 클릭하면 해당 조건으로 필터링 됩니다.
	• '초기화' 버튼을 클릭하면 모든 검색 조건이 초기 상태로 되돌아갑니다.
2.	우측 상단의 문서 추가 아이콘을 클릭하여 새로운 설비 장비를 등록할 수 있으며, 엑셀 아이콘을 클릭하면 등록된 설비 장비 목록을 엑셀 파일로 다운로드 할 수 있습니다","메뉴 - 설비관리, 권한 : 시스템관리자, 관리자, 사용자 "
naedam_22,"[메뉴 - VOC, 권한 : 시스템관리자, 관리자, 사용자 ]
1.	등록한 VOC, 즉 AS접수를 검색할 수 있습니다.
	제목, 작성자, 처리 상태, AS 접수일 등 필드를 활용하여 검색 버튼을 클릭하면 해당 조건으로 필터링 됩니다.
	'초기화'버튼을 클릭하면 모든 검색 조건이 초기 상태로 되돌아갑니다.
2.	'등록'버튼을 클릭하여 새로운 AS를 등록할 수 있으며, 각 필드를 채운 후 저장 버튼을 눌러야 최종 등록이 완료됩니다.
3.	등록된 AS의 제목을 클릭하면 상세 화면으로 이동하며, 하단의 삭제, 수정 버튼을 통해 해당 AS를 삭제하거나 수정할 수 있습니다.
	AS는 처음 등록 시 ‘접수’ 상태로 표시되며, 관리자가 확인 후 ‘처리중’ → ‘처리완료’ 상태로 변경됩니다. 처리 완료 시에는 관리자의 답글을 확인할 수 있습니다.
","메뉴 - VOC, 권한 : 시스템관리자, 관리자, 사용자 "
